OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-1008,2019-074B,2024-11-28T16:25:19.449696,15.06399337,.0001977,53.0530,118.5949,96.6435,263.4779,0,U,44714,999,27851,-.46713E-3,-.7233E-4,0
STARLINK-1009,2019-074C,2024-11-28T22:00:00.999936,15.53958153,.0001144,53.0549,114.0571,58.4432,173.8664,0,U,44715,999,584,.17167E-1,.1242941E-1,0
STARLINK-1010,2019-074D,2024-11-28T18:11:29.448672,15.06408657,.0001547,53.0528,118.2624,90.3821,269.7345,0,U,44716,999,27850,.13372E-3,.1711E-4,0
STARLINK-1011,2019-074E,2024-11-28T19:44:22.915680,15.06410167,.000119,53.0520,137.9766,91.8563,268.2563,0,U,44717,999,27825,.18757E-3,.2514E-4,0
STARLINK-1012,2019-074F,2024-11-29T03:02:17.431296,15.06404120,.0000881,53.0535,116.6122,74.5534,285.5553,0,U,44718,999,27874,-.12334E-3,-.2118E-4,0
STARLINK-1013,2019-074G,2024-11-29T03:12:53.165088,15.06401289,.0001015,53.0526,116.5743,105.7610,254.3491,0,U,44719,999,27874,.14217E-3,.1837E-4,0
STARLINK-1014,2019-074H,2024-11-29T02:16:04.463040,15.18938001,.0002002,53.0489,106.3955,188.8602,171.2357,0,U,44720,999,27889,.19384E-2,.40905E-3,0
STARLINK-1015,2019-074J,2024-11-29T02:35:47.801760,15.06399994,.0001224,53.0521,117.0424,98.1586,261.9542,0,U,44721,999,27873,.1292E-3,.1644E-4,0
STARLINK-1017,2019-074L,2024-11-28T18:16:49.500192,15.06389809,.0001543,53.0531,118.2507,94.3096,265.8070,0,U,44723,999,27852,-.14381E-4,-.496E-5,0
STARLINK-1019,2019-074M,2024-11-29T02:56:59.731584,15.06393032,.0000593,53.0522,116.6277,85.1394,274.9662,0,U,44724,999,27874,.43277E-3,.6169E-4,0
STARLINK-1020,2019-074N,2024-11-28T19:07:13.669536,15.06409346,.0001354,53.0533,138.0904,83.8393,276.2750,0,U,44725,999,27824,.11139E-3,.1378E-4,0
STARLINK-1021,2019-074P,2024-11-28T18:53:56.803200,15.06408060,.0001211,53.0544,118.1339,101.5051,258.6074,0,U,44726,999,27852,-.4103E-4,-.893E-5,0
STARLINK-1027,2019-074V,2024-11-28T20:26:50.892288,15.06408417,.0001397,53.0520,137.8558,100.8442,259.2705,0,U,44732,999,27825,.47245E-4,.422E-5,0
STARLINK-1028,2019-074W,2024-11-28T22:00:00.999936,15.54078943,.0001271,53.0490,113.9747,64.0975,324.2636,0,U,44733,999,574,.17143E-1,.1247025E-1,0
STARLINK-1029,2019-074X,2024-11-28T11:12:11.021472,15.06416906,.0001413,53.0562,39.5748,95.8879,264.2271,0,U,44734,999,27957,.4143E-3,.5898E-4,0
STARLINK-1030,2019-074Y,2024-11-28T19:01:55.486848,15.06405563,.0001328,53.0526,138.1104,82.6205,277.4935,0,U,44735,999,27824,.17519E-3,.2329E-4,0
STARLINK-1031,2019-074Z,2024-11-28T19:23:08.806848,15.06408900,.0001483,53.0537,138.0378,89.0962,271.0196,0,U,44736,999,27825,.15035E-3,.1959E-4,0
STARLINK-1032,2019-074AA,2024-11-28T22:00:00.999936,15.46554827,.0001411,53.0543,135.0503,66.2268,308.6745,0,U,44737,999,585,.22943E-1,.1284426E-1,0
STARLINK-1035,2019-074AD,2024-11-28T19:33:47.073888,15.06401123,.0001439,53.0532,138.0143,108.7684,251.3461,0,U,44740,999,27825,-.33941E-4,-.787E-5,0
STARLINK-1036,2019-074AE,2024-11-28T19:49:41.237472,15.06405996,.0001469,53.0532,137.9577,68.3611,291.7534,0,U,44741,999,27825,.43567E-3,.6215E-4,0
STARLINK-1038,2019-074AG,2024-11-29T06:00:00.999648,15.36843446,.0001317,53.0512,153.7936,90.6696,221.3285,0,U,44743,999,27824,.28554E-1,.1145748E-1,0
STARLINK-1039,2019-074AH,2024-11-28T19:41:44.138400,15.06405246,.0001515,53.0534,157.9825,93.9333,266.1829,0,U,44744,999,27814,.68472E-4,.739E-5,0
STARLINK-1042,2019-074AL,2024-11-29T03:48:37.703808,15.27785006,.0004995,53.0520,132.6563,143.5047,216.6292,0,U,44747,999,27854,.87547E-3,.2381E-3,0
STARLINK-1043,2019-074AM,2024-11-28T20:45:27.474048,15.06411974,.0001365,53.0518,157.7873,87.0850,273.0295,0,U,44748,999,27798,.12282E-2,.18066E-3,0
STARLINK-1046,2019-074AQ,2024-11-28T19:31:08.491872,15.06401881,.0001244,53.0526,158.0175,99.1918,260.9212,0,U,44751,999,27797,.51519E-3,.7401E-4,0
STARLINK-1047,2019-074AR,2024-11-28T19:21:44.091648,15.11080748,.0001516,53.0523,137.0683,217.8472,142.2412,0,U,44752,999,27826,.11185E-2,.18691E-3,0
STARLINK-1048,2019-074AS,2024-11-28T18:32:45.518784,15.06429170,.0001582,53.0528,118.1966,84.6913,275.4257,0,U,44753,999,27852,.11672E-2,.1716E-3,0
STARLINK-1052,2019-074AW,2024-11-28T22:00:00.999936,15.54664389,.0001202,53.0296,83.9619,30.2516,312.8198,0,U,44757,999,598,.16746E-2,.114057E-2,0
STARLINK-1053,2019-074AX,2024-11-28T20:11:43.728576,15.12118034,.00018,53.0512,156.3768,67.9890,292.1293,0,U,44758,999,27817,.10742E-2,.18469E-3,0
STARLINK-1054,2019-074AY,2024-11-28T20:13:34.340448,15.06412068,.0001276,53.0518,157.8829,107.7309,252.3819,0,U,44759,999,27815,.26188E-3,.3623E-4,0
STARLINK-1055,2019-074AZ,2024-11-28T22:00:00.999936,15.77716402,.0002517,53.0016,55.0467,11.1180,241.0621,0,U,44760,999,606,.13516E-2,.237067E-2,0
STARLINK-1056,2019-074BA,2024-11-28T20:08:16.562976,15.06408414,.0001544,53.0521,157.9060,49.7907,310.3217,0,U,44761,999,27815,.6359E-3,.9205E-4,0
STARLINK-1057,2019-074BB,2024-11-28T10:37:40.878336,15.06412852,.000152,53.0527,139.6799,90.5058,269.6105,0,U,44762,999,27819,.46621E-3,.6672E-4,0
STARLINK-1058,2019-074BC,2024-11-29T06:00:00.999648,15.50267171,.0001228,53.0511,151.9953,66.6050,168.5747,0,U,44763,999,27827,.21851E-1,.1379009E-1,0
STARLINK-1059,2019-074BD,2024-11-28T08:41:17.990592,16.03852244,.0007589,53.0640,4.4923,36.7943,323.3607,0,U,44764,999,28012,.11483E-2,.753879E-2,.2887E-3
STARLINK-1060,2019-074BE,2024-11-28T20:32:09.093984,15.06388010,.0001055,53.0523,137.8263,99.1475,260.9633,0,U,44765,999,27842,-.17112E-3,-.2828E-4,0
STARLINK-1061,2019-074BF,2024-11-28T22:00:00.999936,15.55848004,.0001143,53.0499,148.3747,59.1171,298.3795,0,U,44766,999,592,.10148E-1,.776692E-2,0
STARLINK-1062,2019-074BG,2024-11-29T06:00:00.999648,15.54129663,.0000931,53.0494,152.5102,81.2645,314.2589,0,U,44767,999,27826,.21744E-2,.145958E-2,0
STARLINK-1063,2019-074BH,2024-11-28T20:50:44.112768,15.06406585,.0001515,53.0522,157.7666,109.8761,250.2392,0,U,44768,999,27799,.27588E-3,.3831E-4,0
STARLINK-1067,2019-074BL,2024-11-28T12:37:06.733632,15.06399717,.0002078,53.0522,159.3042,103.1238,256.9983,0,U,44771,999,27793,-.21306E-3,-.3454E-4,0
STARLINK-1068,2019-074BM,2024-11-28T20:21:33.381792,15.06391160,.0002724,53.0519,137.8537,85.3999,274.7301,0,U,44772,999,27825,-.27042E-4,-.685E-5,0
STARLINK-1073,2020-001A,2024-11-29T03:30:28.580832,15.44942809,.0001475,53.0533,273.1731,90.5599,269.5576,0,U,44914,999,26972,.1783E-4,.427E-5,0
STARLINK-1084,2020-001B,2024-11-28T22:00:00.999936,15.33422032,.0001197,53.0500,275.7904,112.4711,194.3574,0,U,44915,999,578,.18433E-1,.65004E-2,0
STARLINK-1098,2020-001D,2024-11-29T00:44:16.967616,15.06415534,.0000616,53.0556,277.0432,81.0926,279.0132,0,U,44917,999,26966,.41717E-3,.594E-4,0
STARLINK-1102,2020-001G,2024-11-29T00:01:56.210592,15.55531844,.001057,53.0450,174.7046,139.4526,220.7273,0,U,44920,999,27111,.2023E-2,.14318E-2,0
STARLINK-1103,2020-001H,2024-11-29T02:43:23.451168,15.37357767,.0002737,53.0564,274.2391,97.0236,263.1078,0,U,44921,999,26968,.11721E-2,.43411E-3,0
STARLINK-1104,2020-001J,2024-11-29T02:41:04.367040,15.06393877,.0001262,53.0547,276.6769,237.9049,122.1817,0,U,44922,999,26967,.59681E-3,.8618E-4,0
STARLINK-1106,2020-001K,2024-11-28T23:03:00.608544,15.51306503,.0005219,53.0099,195.0361,91.8113,268.3493,0,U,44923,999,27080,.14857E-2,.89296E-3,0
STARLINK-1112,2020-001M,2024-11-29T03:23:29.859648,15.06431754,.0001213,53.0545,276.5450,85.5009,274.6119,0,U,44925,999,26967,.56237E-3,.8112E-4,0
STARLINK-1114,2020-001P,2024-11-29T03:39:26.050176,15.06434415,.0001435,53.0552,276.4995,92.3692,267.7462,0,U,44927,999,26968,.11815E-2,.17377E-3,0
STARLINK-1123,2020-001S,2024-11-29T00:49:35.681664,15.06422390,.0001836,53.0554,277.0289,83.7474,276.3724,0,U,44930,999,26966,.82221E-3,.11994E-3,0
STARLINK-1130 (DARKSAT),2020-001U,2024-11-29T03:11:53.257056,15.43085718,.0001017,53.0550,273.5267,82.7778,277.3343,0,U,44932,999,27095,.16556E-2,.74634E-3,0
STARLINK-1144,2020-001V,2024-11-29T03:20:46.135104,15.14204591,.0007062,53.0556,274.7140,91.1176,269.0625,0,U,44933,999,27099,.34103E-2,.63285E-3,0
STARLINK-1071,2020-001W,2024-11-28T12:45:06.744384,15.06420553,.0001493,53.0533,259.2812,78.6956,281.4200,0,U,44934,999,26986,.26021E-2,.38712E-3,0
STARLINK-1079,2020-001Z,2024-11-28T23:27:22.450752,15.32920454,.0006983,53.0495,232.8453,93.5375,266.6424,0,U,44937,999,27028,.28238E-2,.91859E-3,0
STARLINK-1091,2020-001AC,2024-11-29T02:11:51.104544,15.06427028,.0001016,53.0542,256.7685,57.1910,302.9177,0,U,44940,999,26994,.54559E-3,.786E-4,0
STARLINK-1094,2020-001AD,2024-11-29T01:08:10.296960,15.06459388,.0001361,53.0541,256.9674,81.3897,278.7246,0,U,44941,999,26994,.2435E-2,.36233E-3,0
STARLINK-1096,2020-001AE,2024-11-28T22:29:42.335520,15.44767546,.0003598,53.0053,150.7374,86.9863,273.1554,0,U,44942,999,27142,.88504E-3,.41873E-3,0
STARLINK-1109,2020-001AH,2024-11-29T00:42:36.807552,15.50479279,.0001398,53.0564,252.1962,90.8361,269.2807,0,U,44945,999,27000,.52896E-4,.2612E-4,0
STARLINK-1122,2020-001AM,2024-11-29T00:04:28.689312,15.06431896,.0001218,53.0544,257.1633,86.5303,273.5825,0,U,44949,999,26993,.10255E-2,.15039E-3,0
STARLINK-1117,2020-001AQ,2024-11-29T01:13:28.969536,15.06449096,.0001587,53.0540,256.9479,85.7301,274.3869,0,U,44952,999,26994,.26115E-2,.38884E-3,0
STARLINK-1066,2020-001AS,2024-11-29T03:34:08.031648,15.06457031,.0001438,53.0540,236.5096,86.0138,274.1015,0,U,44954,999,27018,.19084E-2,.28303E-3,0
STARLINK-1076,2020-001AX,2024-11-28T22:00:00.999936,15.07872069,.0001372,53.0530,237.5359,77.1053,232.0895,0,U,44959,999,571,.13697E-1,.218719E-2,0
STARLINK-1080,2020-001AZ,2024-11-29T00:01:49.968192,15.06430734,.0001269,53.0538,237.1703,99.3525,260.7608,0,U,44961,999,27022,.22136E-2,.32872E-3,0
STARLINK-1088,2020-001BE,2024-11-29T06:00:00.999648,15.48388831,.0005821,53.0608,151.3625,164.9373,308.4174,0,U,44966,999,27146,.97174E-3,.52266E-3,0
STARLINK-1090,2020-001BG,2024-11-29T00:07:08.200128,15.06432420,.0001536,53.0542,237.1523,90.8374,269.2791,0,U,44968,999,27022,.12111E-2,.1782E-3,0
STARLINK-1092,2020-001BH,2024-11-28T17:34:22.432512,15.06381558,.0001602,53.0536,238.3779,96.1137,264.0035,0,U,44969,999,27017,.35193E-3,.4962E-4,0
STARLINK-1093,2020-001BJ,2024-11-28T22:00:00.999936,15.09357759,.0001225,53.0544,237.5323,80.8457,332.2487,0,U,44970,999,570,.38294E-1,.66117E-2,0
STARLINK-1107,2020-001BL,2024-11-28T17:29:29.075136,15.18279594,.0005425,53.0452,233.2809,114.5937,245.5622,0,U,44972,999,27025,.28546E-2,.59417E-3,0
STARLINK-1115,2020-001BM,2024-11-28T09:53:05.021952,15.25500041,.0010458,53.0462,226.7491,80.2669,279.9509,0,U,44973,999,27031,.31355E-2,.81125E-3,0
STARLINK-1132,2020-006A,2024-11-29T00:44:18.018240,15.06412126,.0001452,53.0541,197.0384,97.5175,262.5979,0,U,45044,999,26689,.73435E-3,.10677E-3,0
STARLINK-1131,2020-006D,2024-11-28T09:50:01.615488,15.06397808,.0000787,53.0540,220.3715,63.8331,296.2738,0,U,45047,999,26651,.17912E-2,.26498E-3,0
STARLINK-1134,2020-006E,2024-11-29T02:17:10.239360,15.06421894,.0001689,53.0546,216.7535,87.0642,273.0540,0,U,45048,999,26662,.932E-3,.13636E-3,0
STARLINK-1135,2020-006F,2024-11-29T06:00:00.999648,15.96423627,.0004295,53.0701,76.0373,343.8533,332.8863,0,U,45049,999,26865,.14625E-2,.625534E-2,.17678E-3
STARLINK-1148,2020-006J,2024-11-28T23:17:07.829664,15.29786973,.0011041,53.0590,201.8734,92.7285,267.4978,0,U,45052,999,26682,.30575E-2,.90289E-3,0
STARLINK-1156,2020-006L,2024-11-28T21:51:47.563488,15.06410087,.0001414,53.0531,217.5928,115.3569,244.7567,0,U,45054,999,26659,.11612E-2,.17061E-3,0
STARLINK-1159,2020-006P,2024-11-29T01:24:05.397120,15.06424903,.0001033,53.0535,216.9188,99.2869,260.8237,0,U,45057,999,26662,.14444E-2,.21313E-3,0
STARLINK-1162,2020-006Q,2024-11-29T02:49:00.907968,15.06419059,.0001209,53.0546,216.6530,115.1459,244.9656,0,U,45058,999,26663,.94391E-3,.13813E-3,0
STARLINK-1166,2020-006S,2024-11-28T16:06:47.047968,15.06400919,.0001815,53.0547,218.6560,99.2101,260.9094,0,U,45060,999,26622,.13273E-2,.19544E-3,0
STARLINK-1169,2020-006T,2024-11-28T16:17:24.178848,15.06407554,.0001317,53.0530,218.6192,107.5160,252.5973,0,U,45061,999,26622,.15702E-2,.23189E-3,0
STARLINK-1171,2020-006U,2024-11-29T01:29:24.386784,15.06425838,.0001292,53.0538,216.8996,89.5839,270.5298,0,U,45062,999,26662,.11913E-2,.1752E-3,0
STARLINK-1133,2020-006W,2024-11-28T22:36:54.892800,15.06394571,.0001654,53.0527,197.4385,70.4289,289.6879,0,U,45064,999,26689,.772E-3,.11234E-3,0
STARLINK-1139,2020-006X,2024-11-28T19:38:24.629568,16.11982571,.0008646,53.0308,92.4615,341.5875,18.4845,0,U,45065,999,26835,.10323E-2,.1132733E-1,.8277E-3
STARLINK-1145,2020-006Y,2024-11-29T06:00:00.999648,15.49263062,.0001046,53.0519,192.6732,96.0433,184.4657,0,U,45066,999,26697,.19389E-1,.11823E-1,0
STARLINK-1150,2020-006Z,2024-11-29T01:37:21.528192,15.06404777,.0001255,53.0532,196.8833,117.5084,242.6032,0,U,45067,999,26690,.23889E-3,.3279E-4,0
STARLINK-1161,2020-006AA,2024-11-29T01:04:41.384352,15.24382272,.0005562,53.0347,189.1634,166.1443,193.9707,0,U,45068,999,26700,.29153E-2,.72757E-3,0
STARLINK-1167,2020-006AD,2024-11-28T08:54:12.816288,15.06390308,.0001016,53.0532,200.0009,116.4023,243.7070,0,U,45071,999,26645,.279E-3,.3876E-4,0
STARLINK-1168,2020-006AE,2024-11-28T08:59:30.417504,15.06370194,.0001644,53.0533,199.9862,90.7343,269.3834,0,U,45072,999,26645,-.8676E-3,-.1317E-3,0
STARLINK-1170,2020-006AF,2024-11-28T22:20:58.860384,15.06399475,.0001711,53.0544,197.4845,80.1310,279.9872,0,U,45073,999,26687,.1444E-3,.187E-4,0
STARLINK-1172,2020-006AG,2024-11-29T01:10:49.577088,15.06410934,.0001476,53.0534,196.9589,99.8130,260.3026,0,U,45074,999,26690,.87747E-3,.12816E-3,0
STARLINK-1174,2020-006AH,2024-11-28T19:36:27.243072,15.06406867,.000111,53.0530,197.9981,95.8438,264.2677,0,U,45075,999,26687,.84177E-3,.12281E-3,0
STARLINK-1177,2020-006AL,2024-11-29T06:00:00.999648,15.56572654,.0000868,53.0540,192.1636,93.4663,147.8697,0,U,45078,999,26662,.149E-1,.1181205E-1,0
STARLINK-1153,2020-006AN,2024-11-28T23:03:26.755776,15.06402518,.0001323,53.0525,197.3529,76.5587,283.5549,0,U,45080,999,26654,.45072E-3,.6439E-4,0
STARLINK-1151,2020-006AP,2024-11-29T00:17:43.862208,15.06424186,.0001716,53.0549,197.1963,120.1244,239.9915,0,U,45081,999,26690,.32965E-3,.4635E-4,0
STARLINK-1190,2020-006AR,2024-11-28T19:49:43.258368,15.06404971,.0001624,53.0539,217.9576,78.8083,281.3089,0,U,45083,999,26624,.12069E-2,.17743E-3,0
STARLINK-1173,2020-006AS,2024-11-28T13:01:00.689376,15.06399034,.0001307,53.0535,179.2391,84.7630,275.3508,0,U,45084,999,26676,.15074E-3,.1964E-4,0
STARLINK-1179,2020-006AT,2024-11-28T22:28:56.017344,15.06411397,.0001789,53.0522,177.4675,106.6172,253.5013,0,U,45085,999,26682,.36295E-3,.513E-4,0
STARLINK-1185,2020-006AV,2024-11-28T23:43:15.250944,15.06399449,.0001914,53.0518,177.2299,126.0536,234.0631,0,U,45087,999,26728,.40305E-4,.319E-5,0
STARLINK-1183,2020-006AW,2024-11-28T22:39:33.287328,15.06401287,.0002099,53.0555,177.4315,86.6120,273.5109,0,U,45088,999,26682,.78594E-3,.11445E-3,0
STARLINK-1136,2020-006AX,2024-11-29T06:00:00.999648,15.50841272,.0001094,53.0497,171.3983,97.3273,352.8363,0,U,45089,999,26693,.17149E-1,.1097844E-1,0
STARLINK-1176,2020-006AY,2024-11-28T23:52:28.464096,15.06421121,.0001567,53.0532,177.1886,145.1296,214.9796,0,U,45090,999,26683,.1781E-3,.2374E-4,0
STARLINK-1137,2020-006BA,2024-11-28T22:24:38.938464,15.08340785,.000162,53.0526,177.0976,100.5784,259.5389,0,U,45092,999,26682,.69231E-3,.106E-3,0
STARLINK-1142,2020-006BB,2024-11-28T14:17:13.816320,15.14600537,.0004969,53.0485,175.7756,126.4445,233.7006,0,U,45093,999,26681,.18095E-2,.33665E-3,0
STARLINK-1146,2020-006BC,2024-11-28T13:58:01.853760,15.06407042,.0001339,53.0526,179.0459,89.1613,270.9529,0,U,45094,999,26677,.49448E-3,.7093E-4,0
STARLINK-1147,2020-006BD,2024-11-28T13:48:52.486272,15.06394380,.0001294,53.0529,179.6631,82.1753,277.9382,0,U,45095,999,26711,.40374E-3,.5736E-4,0
STARLINK-1152,2020-006BE,2024-11-28T13:54:05.348448,15.06411752,.0001693,53.0537,179.0656,95.3053,264.8129,0,U,45096,999,26711,.31928E-4,.194E-5,0
STARLINK-1184,2020-006BG,2024-11-28T21:25:14.558304,15.06400837,.0001482,53.0526,177.6607,91.0806,269.0353,0,U,45098,999,26681,.3741E-3,.5295E-4,0
STARLINK-1186,2020-006BH,2024-11-28T22:00:00.999936,15.32997974,.0001373,53.0498,176.1556,91.4075,220.2867,0,U,45099,999,585,.35163E-1,.1239565E-1,0
STARLINK-1193,2020-006BJ,2024-11-28T19:44:23.440128,15.06407527,.00011,53.0533,177.9795,98.3582,261.7532,0,U,45100,999,26715,.2788E-5,-.24E-5,0
STARLINK-1138,2020-012A,2024-11-28T22:00:00.999936,15.52223236,.0001107,53.0530,334.2702,85.5434,104.9052,0,U,45178,999,585,.18592E-1,.1267233E-1,0
STARLINK-1143,2020-012B,2024-11-28T10:32:29.668128,15.06387278,.0002446,53.0535,340.1185,99.3052,260.8214,0,U,45179,999,26455,.73947E-3,.10746E-3,0
STARLINK-1200,2020-012D,2024-11-28T17:10:28.348896,15.06393312,.0003764,53.0553,338.4569,82.0331,278.1085,0,U,45181,999,26460,-.45829E-3,-.7102E-4,0
STARLINK-1201,2020-012E,2024-11-28T16:04:08.505696,15.06405993,.0001119,53.0559,318.6626,88.1949,271.9168,0,U,45182,999,26472,-.18969E-3,-.3106E-4,0
STARLINK-1202,2020-012F,2024-11-28T10:05:52.394784,15.06416827,.0001386,53.0542,339.7828,105.1420,254.9722,0,U,45183,999,26456,.15161E-2,.22383E-3,0
STARLINK-1205,2020-012G,2024-11-29T06:00:00.999648,15.61158636,.0002122,53.0514,310.3188,88.8748,187.2511,0,U,45184,999,26437,.16728E-2,.146077E-2,0
STARLINK-1216,2020-012H,2024-11-28T17:52:57.599904,15.06378683,.0001439,53.0546,338.3237,89.9842,270.1311,0,U,45185,999,26455,.8708E-3,.12705E-3,0
STARLINK-1224,2020-012J,2024-11-28T18:14:08.782368,15.06417013,.0001923,53.0530,338.2562,109.7222,250.3975,0,U,45186,999,26455,-.15009E-2,-.22578E-3,0
STARLINK-1225,2020-012K,2024-11-28T07:10:42.629664,15.06420629,.0001739,53.0544,340.3257,82.5339,277.5847,0,U,45187,999,26453,.96111E-3,.14071E-3,0
STARLINK-1228,2020-012L,2024-11-28T21:29:09.557664,15.06395036,.0001243,53.0544,297.3338,98.8897,261.2232,0,U,45188,999,26514,.73951E-3,.10749E-3,0
STARLINK-1230,2020-012M,2024-11-28T12:02:37.117536,15.06434170,.0001646,53.0557,339.4158,108.8263,251.2904,0,U,45189,999,26363,.13472E-2,.1986E-3,0
STARLINK-1234,2020-012N,2024-11-29T01:13:29.446464,15.06411270,.0001226,53.0543,296.9499,75.2684,284.8441,0,U,45190,999,26423,.16809E-2,.24852E-3,0
STARLINK-1236,2020-012P,2024-11-28T22:00:00.999936,15.27650109,.0001426,53.0491,336.3245,86.3642,237.4972,0,U,45191,999,585,.27573E-1,.818172E-2,0
STARLINK-1237,2020-012Q,2024-11-29T00:20:23.139744,15.06400104,.0003234,53.0522,337.1210,80.1248,280.0106,0,U,45192,999,26371,.21321E-3,.2895E-4,0
STARLINK-1240,2020-012S,2024-11-29T00:09:47.895840,15.06389898,.0001937,53.0541,337.1493,91.5899,268.5312,0,U,45194,999,26371,.19059E-4,.2E-7,0
STARLINK-1244,2020-012U,2024-11-28T17:21:05.446944,15.06389775,.0002551,53.0553,338.4220,85.4483,274.6797,0,U,45196,999,26465,.18613E-3,.2491E-4,0
STARLINK-1269,2020-012V,2024-11-29T01:02:52.070208,15.06389190,.0001445,53.0528,336.9847,91.1452,268.9703,0,U,45197,999,26374,-.21035E-3,-.3412E-4,0
STARLINK-1154,2020-012W,2024-11-28T08:54:12.193344,15.06401378,.0001747,53.0545,320.0041,95.9497,264.1691,0,U,45198,999,26477,.22739E-3,.3107E-4,0
STARLINK-1199,2020-012Z,2024-11-28T10:45:39.758112,15.06432391,.0001571,53.0552,319.6538,77.2865,282.8299,0,U,45201,999,26484,.13672E-2,.20159E-3,0
STARLINK-1206,2020-012AC,2024-11-28T16:09:25.250688,15.06415842,.0000943,53.0560,318.6436,83.8890,276.2207,0,U,45204,999,26489,.49975E-3,.7173E-4,0
STARLINK-1208,2020-012AD,2024-11-28T23:03:27.427104,15.06405791,.0001331,53.0539,317.3572,99.3215,260.7924,0,U,45205,999,26494,-.23257E-3,-.3744E-4,0
STARLINK-1209,2020-012AE,2024-11-29T04:29:53.023200,15.06401141,.0001095,53.0554,296.3389,82.5474,277.5639,0,U,45206,999,26428,-.43151E-3,-.6703E-4,0
STARLINK-1210,2020-012AF,2024-11-28T16:07:46.291584,15.14312424,.0004332,53.0544,316.0964,51.1248,309.0131,0,U,45207,999,26491,.16933E-2,.31214E-3,0
STARLINK-1219,2020-012AJ,2024-11-28T15:42:54.685440,15.06385891,.0001224,53.0560,318.7321,76.9282,283.1843,0,U,45210,999,26476,-.18642E-3,-.3056E-4,0
STARLINK-1231,2020-012AL,2024-11-28T22:52:50.615040,15.06383774,.0001044,53.0552,317.3869,88.4991,271.6117,0,U,45212,999,26398,-.17286E-4,-.539E-5,0
STARLINK-1271,2020-012AR,2024-11-28T23:08:44.605824,15.06391699,.0001555,53.0558,317.3386,102.0729,258.0435,0,U,45217,999,26492,-.13289E-2,-.20016E-3,0
STARLINK-1187,2020-012AT,2024-11-29T03:43:16.166208,15.47322725,.0002494,53.0549,292.9035,101.2160,258.9128,0,U,45219,999,26432,.12988E-2,.67549E-3,0
STARLINK-1189,2020-012AV,2024-11-29T03:58:01.668576,15.06394139,.0000845,53.0540,296.4398,91.2232,268.8854,0,U,45221,999,26429,.2473E-3,.3404E-4,0
STARLINK-1191,2020-012AW,2024-11-29T04:08:39.332544,15.06403803,.0001232,53.0544,296.4065,92.8652,267.2478,0,U,45222,999,26429,.66754E-3,.9676E-4,0
STARLINK-1212,2020-012AX,2024-11-29T04:35:17.869920,15.06397303,.000173,53.0554,296.9787,95.9979,264.1207,0,U,45223,999,26429,.29334E-3,.409E-4,0
STARLINK-1215,2020-012AZ,2024-11-28T14:47:10.140576,15.06403615,.0002373,53.0552,298.8955,79.2080,280.9176,0,U,45225,999,26510,.49852E-3,.7152E-4,0
STARLINK-1217,2020-012BA,2024-11-28T21:19:58.405152,15.06384396,.0001734,53.0563,297.6810,83.1295,276.9892,0,U,45226,999,26510,.1631E-3,.2148E-4,0
STARLINK-1221,2020-012BB,2024-11-29T03:36:53.977536,15.21772946,.0003792,53.0583,286.4710,27.3415,332.7780,0,U,45227,999,26440,.25818E-2,.59469E-3,0
STARLINK-1222,2020-012BC,2024-11-28T21:57:06.589440,15.06399124,.0002612,53.0543,297.5623,88.5657,271.5631,0,U,45228,999,26508,.4646E-3,.6645E-4,0
STARLINK-1226,2020-012BD,2024-11-28T22:39:32.418144,15.06391055,.0001549,53.0548,297.4300,85.4277,274.6889,0,U,45229,999,26509,-.33391E-3,-.525E-4,0
STARLINK-1227,2020-012BE,2024-11-28T20:58:42.691872,15.06395320,.000231,53.0574,297.7468,106.2323,253.8921,0,U,45230,999,26425,.85612E-4,.993E-5,0
STARLINK-1235,2020-012BG,2024-11-28T22:00:00.999936,15.49520925,.0004474,53.0636,251.2407,43.7219,328.2008,0,U,45232,999,581,.18447E-2,.104339E-2,0
STARLINK-1238,2020-012BH,2024-11-28T15:57:28.897056,15.06396303,.0003001,53.0574,318.6691,80.6393,279.4935,0,U,45233,999,26486,-.44094E-4,-.939E-5,0
STARLINK-1246,2020-012BK,2024-11-28T18:08:52.670688,15.06405299,.0002973,53.0525,338.2784,77.1478,282.9843,0,U,45235,999,26463,.558E-6,-.274E-5,0
STARLINK-1247,2020-012BL,2024-11-29T04:51:05.661504,15.06401898,.0002101,53.0544,296.2728,105.3977,254.7244,0,U,45236,999,26430,-.10151E-3,-.1794E-4,0
STARLINK-1270,2020-012BM,2024-11-28T21:25:16.506624,15.06373495,.0001134,53.0545,297.6596,94.6689,265.4429,0,U,45237,999,26425,.23302E-5,-.247E-5,0
STARLINK-1279,2020-019A,2024-11-27T07:48:07.380288,15.06374493,.0001638,53.0540,74.6981,108.9401,251.1766,0,U,45360,999,25969,-.32538E-3,-.5121E-4,0
